edge_id,u,v,distance_km,road_class,free_speed_kmph,lanes
rd_01162,jn_12067366803,jn_5639672729,0.3337,primary,40.0,2
rd_01163,jn_2509423121,jn_4105324822,0.0871,trunk,80.0,2
rd_01164,jn_5370844739,jn_12164906649,0.2321,trunk,50.0,3
rd_01165,jn_11865827584,jn_1319974914,0.6519,trunk,59.1,3
rd_01166,jn_429286743,jn_12099921832,0.4163,primary,40.0,2
rd_01167,jn_2630925128,jn_12099921833,0.407,primary,40.0,3
rd_01168,jn_2472174963,jn_6454765746,0.7302,primary,60.0,3
rd_01169,jn_4845178134,jn_6454765747,0.6477,primary,60.0,2
rd_01170,jn_249081348,jn_663313892,0.1071,primary,40.0,6
rd_01171,jn_11889038543,jn_11889038534,0.1666,primary_link,30.0,2
rd_01172,jn_2446058688,jn_11308901220,1.6357,trunk,50.0,2
rd_01173,jn_12141911045,jn_12141911062,0.0322,primary,40.0,2
rd_01174,jn_1560168984,jn_1560168993,0.1478,primary,35.2,4
rd_01175,jn_6904901489,jn_9870839694,0.2008,primary,40.0,2
rd_01176,jn_343338911,jn_12099921833,0.4585,primary,40.0,3
rd_01178,jn_12141911045,jn_12141911042,0.0387,primary,40.0,2
rd_01179,jn_6474747113,jn_3351054485,0.241,trunk_link,35.0,2
rd_01180,jn_2017901962,jn_2385104004,1.1207,primary,39.1,2
rd_01181,jn_1837378526,jn_9632587601,0.8507,primary,40.0,2
rd_01182,jn_13748051108,jn_5067333236,0.949,primary_link,34.4,2
rd_01183,jn_4307434916,jn_9708788396,2.474,primary,40.0,2
rd_01184,jn_10980051591,jn_12141911057,0.0294,primary,40.0,2
rd_01185,jn_13344267422,jn_1837378526,1.2197,primary,40.0,2
rd_01186,jn_620136201,jn_11152753307,0.2681,primary_link,30.0,2
rd_01187,jn_5558684104,jn_7280461394,0.4857,primary,40.0,2
rd_01188,jn_1837595307,jn_5396225498,1.1659,primary,40.0,2
rd_01189,jn_12279397378,jn_6884208291,0.503,primary,49.8,3
rd_01190,jn_442075239,jn_6182547078,0.0839,trunk,60.0,3
rd_01191,jn_4761188839,jn_10043935989,0.4675,primary,40.0,2
rd_01192,jn_12638260402,jn_6518859300,0.7605,trunk,60.0,3
rd_01193,jn_494076705,jn_10123822807,1.7135,trunk,50.0,2
rd_01194,jn_5558684129,jn_687332600,0.5036,primary,40.0,2
rd_01195,jn_956653671,jn_13985347515,0.7102,primary,40.0,2
rd_01196,jn_494271104,jn_12638260402,0.1971,trunk,60.0,3
rd_01197,jn_5370756307,jn_11509998750,0.3884,trunk_link,35.0,2
rd_01198,jn_12617824683,jn_10282769895,0.0476,primary,40.0,2
rd_01199,jn_12648799090,jn_6484995887,0.3227,trunk,60.0,2
rd_01200,jn_12709656496,jn_6168147249,0.4556,trunk,60.0,2
rd_01201,jn_2268121004,jn_298830984,1.4786,primary,40.0,2
rd_01202,jn_5281838501,jn_412905242,0.3791,primary,40.0,2
rd_01203,jn_12803586900,jn_12827961143,0.0246,primary,40.0,2
rd_01204,jn_362419387,jn_11308901218,1.019,trunk,57.3,2
rd_01205,jn_1070314200,jn_11308901224,1.0014,trunk,50.0,2
rd_01206,jn_1912811931,jn_1723827217,1.2881,primary,50.0,2
rd_01207,jn_306591433,jn_2017924097,1.0863,primary,50.0,2
rd_01208,jn_306611194,jn_12969313169,1.0736,primary_link,37.3,2
rd_01209,jn_12969313169,jn_13075406637,0.1784,primary_link,40.0,2
rd_01210,jn_8239947053,jn_7287518236,0.4657,primary,40.0,2
rd_01211,jn_12648799090,jn_733498647,0.464,trunk,50.7,2
rd_01212,jn_13820094376,jn_12059785439,0.4952,trunk,50.3,3
rd_01213,jn_1067769842,jn_13321896550,0.0203,primary,40.0,2
rd_01214,jn_13379577435,jn_8239947052,1.2613,primary,40.0,2
rd_01215,jn_13379577436,jn_8239947075,1.2623,primary,40.0,2
rd_01216,jn_6484995894,jn_10089395705,2.3435,trunk,60.0,2
rd_01217,jn_13505974163,jn_12151470604,0.1582,primary,40.0,4
rd_01218,jn_560654632,jn_9644745253,1.7044,primary,40.0,2
rd_01219,jn_11268507385,jn_12060646334,1.9631,primary,40.0,2
rd_01220,jn_251099555,jn_298775277,1.9352,primary,37.9,3
rd_01221,jn_13392231547,jn_1454651961,2.0754,primary,38.7,2
rd_01222,jn_13823559216,jn_11220661003,0.8997,primary,50.0,3
rd_01223,jn_4845178134,jn_13507201652,2.4973,primary,38.4,4
rd_01224,jn_2472174963,jn_2473493601,2.4339,primary,37.9,3
rd_01225,jn_429286743,jn_282765938,0.7524,primary,40.0,2
rd_01226,jn_3356003434,jn_12466460038,1.294,primary,40.0,2
rd_01227,jn_12466460037,jn_10154170779,0.6697,primary,40.0,2
rd_01228,jn_429286798,jn_1820423092,0.7006,primary,40.0,2
rd_01229,jn_4696742456,jn_12068481111,3.4713,primary,49.0,2
rd_01230,jn_308069178,jn_12068481108,3.4675,primary,49.0,2
rd_01231,jn_12683580002,jn_11977577698,0.4823,trunk,60.0,3
rd_01232,jn_7279246841,jn_12186005569,0.7912,primary,40.0,3
rd_01233,jn_308915759,jn_308915757,0.1134,primary,40.0,2
rd_01234,jn_11688206891,jn_3351393277,0.3654,trunk,40.0,2
rd_01235,jn_5558684078,jn_1833036999,0.0811,trunk,40.0,2
rd_01236,jn_13820094376,jn_6904207694,1.1178,trunk,60.0,3
rd_c_ms_gayyanapalya,jn_983351470,ms_singayyanapalya,0.6633,connector,20.0,1
rd_c_ms_shnarajapura,jn_442075239,ms_krishnarajapura,0.0533,connector,20.0,1
rd_c_ms_nniganahalli,jn_12551629150,ms_benniganahalli,0.0172,connector,20.0,1
rd_c_ms_yappanahalli,jn_3298493355,ms_baiyappanahalli,0.5946,connector,20.0,1
rd_c_ms_kananda_road,jn_9351941622,ms_swami_vivekananda_road,0.0168,connector,20.0,1
rd_c_ms__indiranagar,jn_11187974841,ms_indiranagar,0.2337,connector,20.0,1
rd_c_ms_ms_halasuru,jn_251142775,ms_halasuru,0.125,connector,20.0,1
rd_c_ms_ms_trinity,jn_10177532404,ms_trinity,0.0659,connector,20.0,1
rd_c_ms__gandhi_road,jn_7697940570,ms_mahatma_gandhi_road,0.2458,connector,20.0,1
rd_c_ms__cubbon_park,jn_663596569,ms_cubbon_park,0.01,connector,20.0,1
rd_c_ms_tion__vidhan,jn_10121296057,ms_dr__b__r__ambedkar_station__vidhan,0.0429,connector,20.0,1
rd_c_ms_n___central_,jn_3943327591,ms_sir_m__visvesvaraya_stn___central_,0.2562,connector,20.0,1
rd_c_ms_station__maj,jn_11594592050,ms_nadaprabhu_kempegowda_station__maj,0.1366,connector,20.0,1
rd_c_ms_yanna_railwa,jn_7142722739,ms_krantivira_sangolli_rayanna_railwa,0.0829,connector,20.0,1
rd_c_ms__magadi_road,jn_10042490427,ms_magadi_road,0.0701,connector,20.0,1
rd_c_ms_a_swamiji_st,jn_620136201,ms_sri_balagangadharanatha_swamiji_st,0.0547,connector,20.0,1
rd_c_ms_vijayanagara,jn_5559151372,ms_vijayanagara,0.1371,connector,20.0,1
rd_c_ms_ms_attiguppe,jn_11873241829,ms_attiguppe,0.2088,connector,20.0,1
rd_c_ms_anjali_nagar,jn_11891177922,ms_deepanjali_nagar,0.01,connector,20.0,1
rd_c_ms__mysore_road,jn_2140200904,ms_mysore_road,0.0435,connector,20.0,1
rd_c_ms_nayandahalli,jn_248671287,ms_pantharapalya___nayandahalli,0.1821,connector,20.0,1
rd_c_ms_lachenahalli,jn_4620958796,ms_yelachenahalli,0.6028,connector,20.0,1
rd_c_ms_rakash_nagar,jn_6137413199,ms_jaya_prakash_nagar,0.0499,connector,20.0,1
rd_c_ms_banashankari,jn_13985175970,ms_banashankari,0.0723,connector,20.0,1
rd_c_ms_dyalaya_road,jn_13072953748,ms_rashtreeya_vidyalaya_road,0.4587,connector,20.0,1
rd_c_ms_ms_jayanagar,jn_7287984426,ms_jayanagar,0.4488,connector,20.0,1
rd_c_ms_h_end_circle,jn_7287551945,ms_south_end_circle,0.506,connector,20.0,1
rd_c_ms_ms_lalbagh,jn_10001436746,ms_lalbagh,0.6707,connector,20.0,1
rd_c_ms_onal_college,jn_10154170779,ms_national_college,0.0745,connector,20.0,1
rd_c_ms_endra_market,jn_5558684094,ms_krishna_rajendra_market,0.0599,connector,20.0,1
rd_c_ms_ms_chickpete,jn_249144370,ms_chickpete,0.2521,connector,20.0,1
rd_c_ms_station__maj,jn_11594592050,ms_nadaprabhu_kempegowda_station__maj,0.1366,connector,20.0,1
rd_c_ms_sampige_road,jn_429724018,ms_mantri_square_sampige_road,0.1081,connector,20.0,1
rd_c_ms_s_srirampura,jn_13820954186,ms_srirampura,0.6657,connector,20.0,1
rd_c_ms_kuvempu_road,jn_1109138336,ms_mahakavi_kuvempu_road,0.7037,connector,20.0,1
rd_c_ms__rajajinagar,jn_9300140602,ms_rajajinagar,0.0221,connector,20.0,1
rd_c_ms__hongasandra,jn_6212001626,ms_hongasandra,0.0609,connector,20.0,1
rd_c_ms_bommanahalli,jn_9797838896,ms_bommanahalli,0.0294,connector,20.0,1
rd_c_ms_l_silk_board,jn_12040966323,ms_central_silk_board,0.0104,connector,20.0,1
rd_c_ms_s_btm_layout,jn_494271104,ms_btm_layout,0.0205,connector,20.0,1
rd_c_ms_eva_hospital,jn_4701311831,ms_jayadeva_hospital,0.0116,connector,20.0,1
rd_c_ms_ms_ragigudda,jn_8239947053,ms_ragigudda,0.0123,connector,20.0,1
rd_c_bs_s_2394052182,jn_5558684093,bs_2394052182,0.01,connector,20.0,1
rd_c_bs__12512417633,jn_1435578877,bs_12512417633,0.01,connector,20.0,1
rd_c_bs__10043935990,jn_1472248456,bs_10043935990,0.01,connector,20.0,1
rd_c_bs_s_1837823396,jn_7142097531,bs_1837823396,0.01,connector,20.0,1
rd_c_bs__12512417639,jn_429724018,bs_12512417639,0.01,connector,20.0,1
rd_c_bs_s_1836940316,jn_7105069820,bs_1836940316,0.01,connector,20.0,1
rd_c_bs_s_1820435756,jn_5558663791,bs_1820435756,0.01,connector,20.0,1
rd_c_bs_s_1474827886,jn_5558663792,bs_1474827886,0.01,connector,20.0,1
rd_c_bs_s_2515008626,jn_6168147249,bs_2515008626,0.01,connector,20.0,1
rd_c_bs__10680109579,jn_4937863371,bs_10680109579,0.01,connector,20.0,1
rd_c_bs_s_7277381417,jn_7277381418,bs_7277381417,0.01,connector,20.0,1
rd_c_bs_s_6495482463,jn_10853180817,bs_6495482463,0.01,connector,20.0,1
rd_c_bs_s_3276659128,jn_6132913640,bs_3276659128,0.01,connector,20.0,1
rd_c_bs_s_4817968427,jn_2407745357,bs_4817968427,0.01,connector,20.0,1
rd_c_bs_s_1474854800,jn_11891258386,bs_1474854800,0.01,connector,20.0,1
rd_c_bs_s_5776699920,jn_2099691626,bs_5776699920,0.01,connector,20.0,1
rd_c_bs_s_4546441991,jn_5558684078,bs_4546441991,0.01,connector,20.0,1
rd_c_bs__10855370151,jn_1837285030,bs_10855370151,0.01,connector,20.0,1
rd_c_bs__14098502906,jn_13793214289,bs_14098502906,0.01,connector,20.0,1
rd_c_bs_s_4159540542,jn_5559151372,bs_4159540542,0.01,connector,20.0,1
rd_c_bs_s_1466857947,jn_13076886164,bs_1466857947,0.01,connector,20.0,1
rd_c_bs_s_7294299969,jn_1472248431,bs_7294299969,0.0104,connector,20.0,1
rd_c_bs_s_9910066832,jn_428420786,bs_9910066832,0.0112,connector,20.0,1
rd_c_bs_s_3170452368,jn_11955031767,bs_3170452368,0.0114,connector,20.0,1
rd_c_bs__10068685437,jn_12067366802,bs_10068685437,0.0115,connector,20.0,1
rd_c_bs_s_6495482457,jn_10123822807,bs_6495482457,0.0117,connector,20.0,1
rd_c_bs_s_3804880032,jn_10118500634,bs_3804880032,0.0119,connector,20.0,1
rd_c_bs_s_6461616258,jn_12159312912,bs_6461616258,0.0122,connector,20.0,1
rd_c_bs_s_1698055294,jn_5558684074,bs_1698055294,0.0123,connector,20.0,1
rd_c_bs_s_5993280674,jn_6017833813,bs_5993280674,0.0123,connector,20.0,1
rd_c_bs_s_7139674988,jn_2140200904,bs_7139674988,0.0123,connector,20.0,1
rd_c_bs_s_1474835884,jn_7124643395,bs_1474835884,0.0124,connector,20.0,1
rd_c_bs__10043935987,jn_2472174963,bs_10043935987,0.0124,connector,20.0,1
rd_c_bs_s_2007574677,jn_5558684094,bs_2007574677,0.0125,connector,20.0,1
rd_c_bs__11955000967,jn_266371138,bs_11955000967,0.0127,connector,20.0,1
rd_c_bs__12328471499,jn_260911861,bs_12328471499,0.0139,connector,20.0,1
rd_c_bs_s_7156865447,jn_665045355,bs_7156865447,0.0139,connector,20.0,1
rd_c_bs_s_6210612248,jn_2471287780,bs_6210612248,0.0139,connector,20.0,1
rd_c_bs_s_6210612243,jn_1634804563,bs_6210612243,0.0141,connector,20.0,1
rd_c_bs_bs_296030032,jn_11937017208,bs_296030032,0.0143,connector,20.0,1
rd_c_bs_s_9633893508,jn_2189688559,bs_9633893508,0.0144,connector,20.0,1
rd_c_bs__10076263541,jn_1645178560,bs_10076263541,0.0149,connector,20.0,1
rd_c_bs_s_5484245021,jn_9351941622,bs_5484245021,0.0151,connector,20.0,1
rd_c_bs_s_2393728597,jn_7287984426,bs_2393728597,0.0163,connector,20.0,1
rd_c_bs_s_9814659994,jn_11494414329,bs_9814659994,0.0168,connector,20.0,1
rd_c_bs_s_1557291133,jn_13507201652,bs_1557291133,0.017,connector,20.0,1
rd_c_bs_s_3170450634,jn_11509998750,bs_3170450634,0.0171,connector,20.0,1
rd_c_bs__10043347906,jn_650085372,bs_10043347906,0.0179,connector,20.0,1
rd_c_bs_s_5727066678,jn_1232953300,bs_5727066678,0.0179,connector,20.0,1
rd_c_bs_s_2406823289,jn_2017901963,bs_2406823289,0.0184,connector,20.0,1
rd_c_bs_s_2406102897,jn_11494406068,bs_2406102897,0.0185,connector,20.0,1
rd_c_bs_s_6017833799,jn_6884208291,bs_6017833799,0.0186,connector,20.0,1
rd_c_bs_s_9930197146,jn_10706381573,bs_9930197146,0.0187,connector,20.0,1
rd_c_bs_s_2393971138,jn_12151470605,bs_2393971138,0.0187,connector,20.0,1
rd_c_bs_s_2513845212,jn_12709656496,bs_2513845212,0.0189,connector,20.0,1
rd_c_bs_s_5776678179,jn_264845660,bs_5776678179,0.0189,connector,20.0,1
rd_c_bs_s_2417464022,jn_248671287,bs_2417464022,0.0193,connector,20.0,1
rd_c_bs__13110965691,jn_1837757332,bs_13110965691,0.0194,connector,20.0,1
rd_c_bs_s_1806969494,jn_4380549647,bs_1806969494,0.02,connector,20.0,1
rd_c_bs_s_7140563294,jn_597084032,bs_7140563294,0.0202,connector,20.0,1
rd_c_bs_s_6210612231,jn_6904207694,bs_6210612231,0.0207,connector,20.0,1
rd_c_bs__11279815776,jn_4730100143,bs_11279815776,0.0211,connector,20.0,1
rd_c_bs_s_3740957800,jn_3387938695,bs_3740957800,0.0214,connector,20.0,1
rd_c_bs_s_2402212005,jn_308233404,bs_2402212005,0.0214,connector,20.0,1
rd_c_bs_s_1839942326,jn_12174556588,bs_1839942326,0.0219,connector,20.0,1
rd_c_bs_s_2405375289,jn_304771894,bs_2405375289,0.022,connector,20.0,1
rd_c_bs__11229763336,jn_3800594551,bs_11229763336,0.0221,connector,20.0,1
rd_c_bs_s_2396434084,jn_11385274476,bs_2396434084,0.0221,connector,20.0,1
rd_c_bs_s_2398094147,jn_3755576612,bs_2398094147,0.0228,connector,20.0,1
rd_c_bs_s_7139631433,jn_1109138338,bs_7139631433,0.0232,connector,20.0,1
rd_c_bs_s_3170454889,jn_10147078393,bs_3170454889,0.0238,connector,20.0,1
rd_c_bs_s_2396890811,jn_459656124,bs_2396890811,0.0239,connector,20.0,1
rd_c_bs__13016547163,jn_9840444265,bs_13016547163,0.0246,connector,20.0,1
rd_c_bs_s_7201051897,jn_12068481129,bs_7201051897,0.028,connector,20.0,1
rd_c_bs_s_9820589363,jn_5370844739,bs_9820589363,0.0291,connector,20.0,1
rd_c_bs_s_2394012912,jn_7287518236,bs_2394012912,0.0301,connector,20.0,1
rd_c_bs_s_1568922532,jn_429230952,bs_1568922532,0.0302,connector,20.0,1
rd_c_bs_s_4703733899,jn_4976834425,bs_4703733899,0.0305,connector,20.0,1
rd_c_bs_s_6461616259,jn_248525402,bs_6461616259,0.0306,connector,20.0,1
rd_c_bs_s_1448635327,jn_2227865026,bs_1448635327,0.0318,connector,20.0,1
rd_c_bs_bs_316660381,jn_10100128579,bs_316660381,0.0333,connector,20.0,1
rd_c_bs_s_1067841650,jn_1232963659,bs_1067841650,0.0346,connector,20.0,1
rd_c_bs_s_1635922819,jn_12531390537,bs_1635922819,0.0356,connector,20.0,1
rd_c_bs_s_2472174924,jn_6454765747,bs_2472174924,0.0362,connector,20.0,1
rd_c_bs_s_1471687832,jn_11927462288,bs_1471687832,0.0363,connector,20.0,1
rd_c_bs_s_4597940321,jn_5558684104,bs_4597940321,0.0367,connector,20.0,1
rd_c_bs_s_1520838605,jn_9632587601,bs_1520838605,0.0375,connector,20.0,1
rd_c_bs_s_7131511277,jn_429231089,bs_7131511277,0.039,connector,20.0,1
rd_c_bs_s_1723780075,jn_9797838896,bs_1723780075,0.0402,connector,20.0,1
rd_c_bs_s_2398186487,jn_2385104004,bs_2398186487,0.0402,connector,20.0,1
rd_c_bs_s_1931886488,jn_3756218772,bs_1931886488,0.0407,connector,20.0,1
rd_c_bs__11097276373,jn_4960830631,bs_11097276373,0.0407,connector,20.0,1
rd_c_bs_s_1467246058,jn_6884057005,bs_1467246058,0.0421,connector,20.0,1
rd_c_bs_bs_446791191,jn_308232375,bs_446791191,0.0422,connector,20.0,1
rd_c_bs_s_1085530276,jn_6768492744,bs_1085530276,0.0423,connector,20.0,1
rd_c_bs_s_1488405361,jn_11594569879,bs_1488405361,0.0424,connector,20.0,1
rd_c_bs_s_2127408870,jn_699585164,bs_2127408870,0.0445,connector,20.0,1
rd_c_bs_s_7142097523,jn_11888422024,bs_7142097523,0.0459,connector,20.0,1
rd_c_bs_bs_298831024,jn_9708788396,bs_298831024,0.0504,connector,20.0,1
rd_c_bs_s_2398471620,jn_12803586900,bs_2398471620,0.0509,connector,20.0,1
rd_c_bs_s_7132495629,jn_4903183637,bs_7132495629,0.0514,connector,20.0,1
rd_c_bs_s_2397057343,jn_2446058688,bs_2397057343,0.0521,connector,20.0,1
rd_c_bs_s_5777277381,jn_7478154680,bs_5777277381,0.054,connector,20.0,1
rd_c_bs_s_2093292636,jn_6484995887,bs_2093292636,0.0564,connector,20.0,1
rd_c_bs_s_7105069825,jn_12466460038,bs_7105069825,0.0571,connector,20.0,1
rd_c_bs_s_6495482468,jn_8239947052,bs_6495482468,0.0577,connector,20.0,1
rd_c_bs_s_1723844502,jn_9509948868,bs_1723844502,0.06,connector,20.0,1
rd_c_bs_s_2512566325,jn_12060646333,bs_2512566325,0.0604,connector,20.0,1
rd_c_bs_s_6017833826,jn_1434179293,bs_6017833826,0.0618,connector,20.0,1
rd_c_bs_s_1681877270,jn_442107282,bs_1681877270,0.0639,connector,20.0,1
rd_c_bs__10295532243,jn_2571434008,bs_10295532243,0.0673,connector,20.0,1
rd_c_bs_s_1363295016,jn_12099941385,bs_1363295016,0.0719,connector,20.0,1
rd_c_bs__10763445386,jn_1836983211,bs_10763445386,0.072,connector,20.0,1
rd_c_bs_s_6140792126,jn_13985347515,bs_6140792126,0.0744,connector,20.0,1
rd_c_bs_s_6222268366,jn_1931866151,bs_6222268366,0.0753,connector,20.0,1
rd_c_bs_s_4846789823,jn_12460840938,bs_4846789823,0.0781,connector,20.0,1
rd_c_bs_s_1837297436,jn_11890755679,bs_1837297436,0.0804,connector,20.0,1
rd_c_bs_bs_249082830,jn_660676770,bs_249082830,0.0873,connector,20.0,1
rd_c_bs_s_2406090831,jn_1650296797,bs_2406090831,0.0884,connector,20.0,1
rd_c_bs_bs_573433441,jn_11664358424,bs_573433441,0.0885,connector,20.0,1
rd_c_bs_s_2393969380,jn_249083738,bs_2393969380,0.0909,connector,20.0,1
rd_c_bs__13016547167,jn_4976834447,bs_13016547167,0.0926,connector,20.0,1
rd_c_bs_s_5338944222,jn_1454651961,bs_5338944222,0.0933,connector,20.0,1
rd_c_bs__11417676432,jn_1608973482,bs_11417676432,0.0959,connector,20.0,1
rd_c_bs_s_2412945505,jn_11428038814,bs_2412945505,0.1062,connector,20.0,1
rd_c_bs_bs_663551443,jn_10121296057,bs_663551443,0.1064,connector,20.0,1
rd_c_bs_s_4349360994,jn_2177302381,bs_4349360994,0.109,connector,20.0,1
rd_c_bs__10855128077,jn_2177268811,bs_10855128077,0.112,connector,20.0,1
rd_c_bs_bs_448117694,jn_12538710573,bs_448117694,0.1132,connector,20.0,1
rd_c_bs__11195721102,jn_10001436746,bs_11195721102,0.1149,connector,20.0,1
rd_c_bs_s_2076240754,jn_14053386212,bs_2076240754,0.1192,connector,20.0,1
rd_c_bs_s_2406089988,jn_13343865545,bs_2406089988,0.1336,connector,20.0,1
rd_c_bs_s_7236205633,jn_10814827774,bs_7236205633,0.1362,connector,20.0,1
rd_c_bs__10855399618,jn_4829124435,bs_10855399618,0.1371,connector,20.0,1
rd_c_bs_s_2412142264,jn_13242907743,bs_2412142264,0.1442,connector,20.0,1
rd_c_bs_s_7156536815,jn_446892447,bs_7156536815,0.1466,connector,20.0,1
rd_c_bs_s_1185757004,jn_736207380,bs_1185757004,0.1558,connector,20.0,1
rd_c_bs_s_2468903219,jn_248459849,bs_2468903219,0.1615,connector,20.0,1
rd_c_bs_s_2623640654,jn_4307434915,bs_2623640654,0.1635,connector,20.0,1
rd_c_bs_s_2473290896,jn_12672273597,bs_2473290896,0.1709,connector,20.0,1
rd_c_bs__10855128076,jn_1442068027,bs_10855128076,0.1731,connector,20.0,1
rd_c_bs_s_1597612579,jn_3298493355,bs_1597612579,0.1811,connector,20.0,1
rd_c_bs_s_2513608690,jn_1070314200,bs_2513608690,0.1826,connector,20.0,1
rd_c_bs_s_2397087882,jn_10684915914,bs_2397087882,0.1841,connector,20.0,1
rd_c_bs_s_1820411843,jn_10042490427,bs_1820411843,0.1928,connector,20.0,1
rd_c_bs__12462551333,jn_309594299,bs_12462551333,0.1972,connector,20.0,1
rd_c_bs__13062011334,jn_13823559215,bs_13062011334,0.1988,connector,20.0,1
rd_c_bs__12531340553,jn_12139153726,bs_12531340553,0.1994,connector,20.0,1
rd_c_bs_s_2397023289,jn_13072953748,bs_2397023289,0.2092,connector,20.0,1
rd_c_bs_s_7205667885,jn_12429035787,bs_7205667885,0.2115,connector,20.0,1
rd_c_bs__12362143901,jn_11890386335,bs_12362143901,0.2263,connector,20.0,1
rd_c_bs__11897220036,jn_11892824102,bs_11897220036,0.2355,connector,20.0,1
rd_c_bs_s_3299039166,jn_1282881076,bs_3299039166,0.2368,connector,20.0,1
rd_c_bs_s_2511399368,jn_13379577436,bs_2511399368,0.2474,connector,20.0,1
rd_c_bs__11584464945,jn_4577065037,bs_11584464945,0.2492,connector,20.0,1
rd_c_pl_pro_sarjapur,jn_13823559215,pl_wipro_sarjapur,0.4111,connector,20.0,1
rd_c_pl_s_university,jn_13820094377,pl_pes_university,0.2094,connector,20.0,1
rd_c_pl_pl_home,jn_5559151372,pl_home,0.137,connector,20.0,1
rd_c_pl_pl_college,jn_428457180,pl_college,0.6603,connector,20.0,1
rd_c_pl_g_road_shops,jn_3740962222,pl_mg_road_shops,0.2365,connector,20.0,1
rd_c_pl__koramangala,jn_443224605,pl_koramangala,0.0634,connector,20.0,1
rd_c_pl_anagar_100ft,jn_11494414329,pl_indiranagar_100ft,0.0186,connector,20.0,1
rd_c_pl_l_hsr_office,jn_2407745357,pl_hsr_office,0.6634,connector,20.0,1
rd_c_pl_hankari_home,jn_12709656496,pl_banashankari_home,0.5567,connector,20.0,1
rd_c_pl_pl_jayanagar,jn_13072953748,pl_jayanagar,0.8479,connector,20.0,1
rd_c_pl_pl_majestic,jn_5558684129,pl_majestic,0.1349,connector,20.0,1
rd_c_pl_pl_domlur,jn_1282881076,pl_domlur,0.2764,connector,20.0,1
rd_c_pl_tefield_gate,jn_5370756307,pl_whitefield_gate,0.2469,connector,20.0,1
rd_c_pl_ctronic_city,jn_11927462288,pl_electronic_city,0.8158,connector,20.0,1
rd_c_pl__old_airport,jn_286681951,pl_old_airport,0.01,connector,20.0,1
